dutyAddr,dutyEmcls,dutyEmclsName,dutyName,dutyTel1,dutyTel3,hpid,phpid,rnum,wgs84Lat,wgs84Lon
강원특별자치도 평창군 평창읍 노성로 11,G007,지역응급의료기관,평창군보건의료원,033-332-4000,033-330-4812,E2200026,E2200026,470,37.36057743,128.3890509
경상북도 포항시 남구 대잠동길 17 (대잠동),G001,권역응급의료센터,포항성모병원,054-272-0151,054-260-8600,A2700016,A2700016,471,36.01585628,129.3398133
경상북도 포항시 남구 포스코대로 351 (대도동),G006,지역응급의료센터,포항세명기독병원,054-275-0005,054-289-1711,A2700002,A2700002,472,36.01810082,129.3615706
"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",G009,응급실운영신고기관,하나병원,055-855-1112,070-4567-9611,A2804216,A2804216,473,35.08221582,128.0864806
광주광역시 광산구 용아로 259 하남성심병원 (산정동),G007,지역응급의료기관,하남성심병원,062-953-6000,062-958-1250,A1500017,A1500017,474,35.1664064,126.8008942
"인천광역시 중구 하늘중앙로 193, 조양타워 6층(일부),7층 605호, 701호 (중산동)",G009,응급실운영신고기관,하늘정형외과의원,032-747-1321,,A1403097,A1403097,475,37.48951057,126.5632024
경상남도 하동군 하동읍 연화길 6,G009,응급실운영신고기관,하동중앙의원,055-883-0222,055-883-0222,A2800826,A2800826,476,35.07144347,127.75322730361014
"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)",G007,지역응급의료기관,학교법인 춘해병원,051-638-8000,051-608-0119,A1200025,A1200025,477,35.14703698,129.0585477
"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",G007,지역응급의료기관,학교법인)동의병원,051-867-5101,051-850-8777,A1200019,A1200019,478,35.16992217,129.0767444
"대전광역시 중구 대흥로 64, 성모병원 (대흥동)",G006,지역응급의료센터,학교법인가톨릭학원가톨릭대학교대전성모병원,042-220-9114,042-220-9118,A1600005,A1600005,479,36.3230249,127.4202731
서울특별시 서초구 반포대로 222 (반포동),G006,지역응급의료센터,학교법인가톨릭학원가톨릭대학교서울성모병원,0215881511,02-2258-2370,A1100012,A1100012,480,37.5018008,127.0047273
"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",G001,권역응급의료센터,학교법인건양교육재단건양대학교병원,042-600-9999,042-600-9119,A1600006,A1600006,481,36.3067117,127.3426305
충청남도 부여군 부여읍 계백로 200,G007,지역응급의료기관,학교법인건양교육재단건양대학교부여병원,041-837-1200,041-837-1201,A2400038,A2400038,482,36.27555409,126.9016966
"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",G001,권역응급의료센터,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1577-0083,02-920-5374,A1100008,A1100008,483,37.58715608,127.0264709
충청남도 천안시 동남구 순천향6길 31 (봉명동),G001,권역응급의료센터,학교법인동은학원순천향대학교부속천안병원,041-570-2114,041-590-7019,A2400001,A2400001,484,36.8023585,127.1356668
"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",G001,권역응급의료센터,학교법인성균관대학삼성창원병원,055-233-8899,055-233-6119,A2800020,A2800020,485,35.24259923,128.5924305
"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",G001,권역응급의료센터,학교법인울산공업학원울산대학교병원,052-250-7000,052-250-7000,A1700004,A1700004,486,35.52005932,129.4288047
대전광역시 서구 둔산서로 95 (둔산동),G006,지역응급의료센터,학교법인을지학원대전을지대학교병원,042-611-3000,042-259-1119,A1600002,A1600002,487,36.35506871,127.3819996
"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",G006,지역응급의료센터,학교법인을지학원의정부을지대학교병원,031-951-1000,031-8074-0119,A2117994,A2117994,488,37.75182904,127.0506957
"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",G009,응급실운영신고기관,한강수병원,02-1800-7119,02-2063-8413,A1100163,A1100163,489,37.52240478,126.8909137
부산광역시 사상구 백양대로 420 (주례동),G007,지역응급의료기관,한국보훈복지의료공단 부산보훈병원,051-601-6000,051-601-6180,A1200016,A1200016,490,35.15333437,129.0065651
대구광역시 달서구 월곡로 60 (도원동),G007,지역응급의료기관,한국보훈복지의료공단대구보훈병원,053-630-7000,053-630-7014,A1300011,A1300011,491,35.80313747,128.5516464
서울특별시 강동구 진황도로61길 53 (둔촌동),G006,지역응급의료센터,한국보훈복지의료공단중앙보훈병원,02-2225-1111,02-2225-1100,A1100053,A1100053,492,37.5282209,127.1467189
"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",G007,지역응급의료기관,한국원자력의학원원자력병원,02-970-2114,02-970-2620,A1100027,A1100027,493,37.62881598,127.0826932
"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",G006,지역응급의료센터,한림대학교강남성심병원,02-829-5114,02-829-5119,A1100055,A1100055,494,37.49324929,126.9086725
경기도 화성시 큰재봉길 7 (석우동),G006,지역응급의료센터,한림대학교동탄성심병원,031-8086-3000,031-8086-2119,A2100046,A2100046,495,37.21665019,127.0800081
경기도 안양시 동안구 관평로170번길 22 (평촌동),G001,권역응급의료센터,한림대학교성심병원,031-380-1500,031-380-1500,A2100004,A2100004,496,37.3916512,126.9619708
강원특별자치도 춘천시 삭주로 77 (교동),G001,권역응급의료센터,한림대학교춘천성심병원,033-240-5000,033-240-5219,A2200013,A2200013,497,37.88413581,127.7398945
"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",G009,응급실운영신고기관,한림대학교한강성심병원,02-2639-5114,02-2639-5555,A1100038,A1100038,498,37.52346675,126.91033
제주특별자치도 제주시 연신로 52   (이도이동),G006,지역응급의료센터,한마음병원,064-750-9000,064-750-9119,A2900005,A2900005,499,33.49626124,126.5462245
경기도 구리시 경춘로 153 (교문동),G006,지역응급의료센터,한양대학교구리병원,1644-9118,1644-9118,A2100039,A2100039,500,37.60127601,127.1325076
서울특별시 성동구 왕십리로 222-1 (사근동),G001,권역응급의료센터,한양대학교병원,02-2290-8114,02-2290-8284,A1100013,A1100013,501,37.55994453,127.0448828
"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",G006,지역응급의료센터,한일병원,055-759-7777,055-750-1333,A2800043,A2800043,502,35.1669652,128.1285477
경상남도 함양군 함양읍 고운로 70,G007,지역응급의료기관,함양성심병원,055-963-4322,055-964-4322,A2800080,A2800080,503,35.52046828,127.7292477
전라남도 해남군 옥천면 해남로 597,G007,지역응급의료기관,해남우리종합병원,061530-7000,061-530-7119,A2600077,A2600077,504,34.58423738,126.646583
광주광역시 북구 경열로 216 (유동),G009,응급실운영신고기관,해피뷰병원,062-519-9000,062-519-9119,A1500057,A1500057,505,35.15846281,126.9066923
"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",G009,응급실운영신고기관,행복한병원,053-210-8000,053-210-8082,A1303449,A1303449,506,35.69330551,128.4704396
경상남도 밀양시 하남읍 수산중앙로 56-2,G009,응급실운영신고기관,행복한병원,055-391-0090,,A2800042,A2800042,507,35.37461994,128.7114865
경기도 남양주시 진접읍 봉현로 21,G006,지역응급의료센터,현대병원,031-574-9118~9,031-574-0114,A2100037,A2100037,508,37.71548655,127.1798499
충청남도 아산시 시민로 388 (온천동),G007,지역응급의료기관,현대병원,041-546-3636,041-546-7744,A2400039,A2400039,509,36.7831183,127.0009703
인천광역시 미추홀구 독배로 503 (숭의동),G007,지역응급의료기관,현대유비스병원,032-888-7575,032-890-5582,A1400004,A1400004,510,37.46174383,126.6431417
서울특별시 광진구 자양로 85 (자양동),G007,지역응급의료기관,혜민병원,02-2049-9000,02-2049-9119,A1100051,A1100051,511,37.53531566,127.0836013
"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",G009,응급실운영신고기관,혜성병원,0318151119,,A2120077,A2120077,512,37.65010957,127.2383219
"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",G007,지역응급의료기관,홍익병원,02-2693-5555,02-2600-0777,A1100019,A1100019,513,37.52844147,126.863664
강원특별자치도 홍천군 홍천읍 산림공원1길 17,G007,지역응급의료기관,홍천아산병원,033-430-5211,033-430-5119,A2200014,A2200014,514,37.69082165,127.8949072
경기도 화성시 남양읍 남양로920번길 6,G009,응급실운영신고기관,화성유일병원,031-355-0119,031-351-0129,A2116685,A2116685,515,37.21778332,126.8326536
전라남도 화순군 화순읍 충의로 109,G009,응급실운영신고기관,화순고려병원,061-370-3700,061-370-3778,A2600048,A2600048,516,35.05595374,126.98963562835072
전라남도 화순군 화순읍 만연로 31,G009,응급실운영신고기관,화순성심병원,061-370-9114,061-370-9118,A2600043,A2600043,517,35.0584409,126.9898785
전라남도 화순군 화순읍 서양로 322,G006,지역응급의료센터,화순전남대학교병원,061-379-7120,061-379-8882,A2600001,A2600001,518,35.05867074,127.0021083
강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),G007,지역응급의료기관,화천군보건의료원,033-441-4000,033-440-2880,E2200025,E2200025,519,38.10738246,127.7088834
강원특별자치도 횡성군 횡성읍 횡성로 275,G007,지역응급의료기관,횡성대성병원,033-343-0901,033-345-1191,A2200016,A2200016,520,37.47845901,127.9799478
"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",G006,지역응급의료센터,효산의료재단안양샘병원,031-467-9114,031-467-9119,A2100015,A2100015,521,37.39340413,126.9244773
"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",G006,지역응급의료센터,효산의료재단지샘병원,031-389-3000,031-389-3119,A2100054,A2100054,522,37.35864465,126.9473597
부산광역시 해운대구 해운대로 135 (재송동),G009,응급실운영신고기관,효성시티병원,051-709-3000,051-709-3119,A1200048,A1200048,523,35.18541272,129.121459
인천광역시 옹진군 백령면 백령로 831,G009,응급실운영신고기관,흑룡의원,032-837-6873,032-837-3153,A1403132,A1403132,524,37.95952436,124.6654986
서울특별시 금천구 시흥대로 244 (시흥동),G007,지역응급의료기관,희명병원,02-804-0002,02-809-0122,A1100049,A1100049,525,37.45567063,126.9005625
